age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,technician,married,secondary,720,yes,no,cellular,14,may,365,6,36,3,failure,no
29,services,single,secondary,-205,no,no,cellular,30,jan,194,1,-1,0,unknown,no
38,entrepreneur,single,primary,154,yes,no,cellular,11,may,197,1,-1,0,unknown,no
29,technician,single,secondary,156,yes,no,cellular,8,may,111,4,347,3,other,no
44,blue-collar,single,secondary,34,yes,no,unknown,5,may,404,4,-1,0,unknown,no
28,management,single,tertiary,320,yes,no,cellular,30,apr,239,1,-1,0,unknown,no
32,technician,single,unknown,491,no,no,cellular,8,oct,251,2,91,7,success,yes
49,unemployed,married,primary,-384,yes,no,unknown,27,may,25,1,-1,0,unknown,no
26,technician,single,secondary,-213,no,yes,cellular,21,jul,418,5,-1,0,unknown,no
23,services,married,secondary,83,yes,no,cellular,6,may,199,1,358,1,failure,no
33,blue-collar,single,secondary,329,no,no,cellular,6,sep,224,1,145,2,other,yes
36,management,single,tertiary,538,no,no,cellular,23,jun,339,1,183,5,success,yes
34,technician,single,secondary,3311,no,no,cellular,1,oct,197,2,-1,0,unknown,no
25,admin.,single,secondary,483,no,yes,cellular,3,feb,189,1,-1,0,unknown,yes
30,management,married,tertiary,944,no,no,cellular,29,oct,251,2,-1,0,unknown,yes
55,retired,married,primary,386,no,yes,cellular,10,jul,136,1,-1,0,unknown,no
30,blue-collar,married,secondary,167,yes,no,cellular,10,jul,255,1,-1,0,unknown,yes
35,admin.,married,secondary,214,yes,yes,unknown,5,jun,247,1,-1,0,unknown,no
60,technician,divorced,secondary,0,no,no,unknown,6,jun,105,1,-1,0,unknown,no
42,management,married,tertiary,160,no,no,cellular,20,aug,97,2,-1,0,unknown,no
36,technician,married,secondary,947,yes,no,unknown,28,may,452,2,-1,0,unknown,no
28,blue-collar,married,secondary,110,yes,no,unknown,27,may,420,1,-1,0,unknown,no
57,unemployed,married,primary,5126,yes,no,cellular,2,feb,113,2,-1,0,unknown,no
41,technician,married,secondary,640,no,no,cellular,28,jul,169,6,-1,0,unknown,no
36,self-employed,single,secondary,20451,no,no,cellular,20,nov,69,3,-1,0,unknown,no
51,retired,married,secondary,509,yes,no,cellular,15,jul,121,4,-1,0,unknown,no
42,blue-collar,married,secondary,160,yes,yes,unknown,26,jun,190,1,-1,0,unknown,no
23,student,single,secondary,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,no
52,services,married,secondary,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no
39,management,married,tertiary,0,yes,no,cellular,5,may,811,2,-1,0,unknown,yes
33,services,divorced,secondary,991,yes,no,unknown,27,may,148,1,-1,0,unknown,no
50,admin.,married,secondary,-1415,no,no,cellular,19,aug,358,2,-1,0,unknown,no
47,technician,married,secondary,0,no,no,unknown,11,nov,74,1,-1,0,unknown,no
34,blue-collar,divorced,tertiary,12409,no,no,cellular,16,mar,189,1,480,4,other,no
50,management,married,tertiary,5124,yes,no,cellular,18,aug,111,2,-1,0,unknown,no
39,admin.,divorced,secondary,878,yes,no,cellular,15,may,611,5,-1,0,unknown,yes
41,blue-collar,married,primary,574,yes,no,unknown,14,may,449,2,-1,0,unknown,no
40,admin.,divorced,secondary,4,yes,no,cellular,9,jul,189,1,-1,0,unknown,no
48,technician,married,secondary,720,yes,no,unknown,8,may,177,3,-1,0,unknown,no
60,technician,married,secondary,851,no,yes,cellular,18,jul,112,2,-1,0,unknown,no
49,services,married,secondary,0,no,no,cellular,26,aug,189,4,-1,0,unknown,no
34,admin.,married,primary,0,yes,yes,cellular,14,may,1020,1,-1,0,unknown,yes
32,admin.,married,secondary,-370,yes,no,unknown,27,may,98,1,-1,0,unknown,no
33,blue-collar,married,primary,0,yes,no,cellular,20,nov,173,1,-1,0,unknown,no
34,technician,married,secondary,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,no
59,retired,married,secondary,644,no,no,telephone,20,nov,547,2,-1,0,unknown,no
25,student,married,tertiary,333,yes,no,unknown,12,may,399,3,-1,0,unknown,no
37,blue-collar,married,primary,-88,yes,no,unknown,26,may,225,1,-1,0,unknown,no
31,management,single,tertiary,10215,no,no,cellular,22,aug,139,2,-1,0,unknown,no
30,management,single,tertiary,0,no,no,cellular,7,jul,240,1,-1,0,unknown,no
33,management,single,tertiary,2599,yes,no,unknown,23,may,328,3,-1,0,unknown,no
46,blue-collar,married,secondary,521,yes,no,cellular,29,jan,246,1,226,3,failure,no
29,management,single,tertiary,29,no,no,cellular,2,feb,144,1,-1,0,unknown,no
30,management,married,tertiary,6432,yes,no,cellular,21,nov,206,2,119,3,other,no
33,admin.,married,secondary,2,yes,yes,cellular,28,jul,85,12,-1,0,unknown,no
44,blue-collar,married,primary,753,yes,no,unknown,8,may,151,2,-1,0,unknown,no
59,admin.,married,secondary,1089,no,no,telephone,3,feb,264,2,-1,0,unknown,no
36,technician,single,secondary,1102,no,no,telephone,6,feb,236,4,-1,0,unknown,no
30,management,single,tertiary,0,no,no,cellular,18,aug,124,3,-1,0,unknown,no
56,blue-collar,married,primary,420,yes,no,cellular,29,jan,129,1,265,1,failure,no
31,admin.,married,secondary,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes
56,management,divorced,tertiary,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown,yes
41,entrepreneur,married,primary,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes
45,technician,single,tertiary,591,yes,no,unknown,26,may,164,1,-1,0,unknown,no
43,blue-collar,married,primary,250,yes,no,cellular,12,may,144,5,342,16,failure,no
38,management,divorced,tertiary,441,yes,no,cellular,30,jan,67,1,-1,0,unknown,no
51,entrepreneur,married,tertiary,209,no,no,cellular,29,jul,112,2,-1,0,unknown,no
36,management,single,tertiary,-559,yes,no,unknown,2,jun,71,2,-1,0,unknown,no
53,services,married,secondary,-2,yes,yes,cellular,16,apr,144,2,-1,0,unknown,no
54,admin.,married,unknown,1044,yes,no,cellular,29,jul,597,5,-1,0,unknown,no
37,blue-collar,married,secondary,342,yes,no,cellular,12,may,340,2,175,1,failure,no
37,admin.,single,secondary,127,no,no,cellular,23,mar,83,4,-1,0,unknown,no
36,admin.,married,secondary,0,no,no,unknown,26,may,80,1,-1,0,unknown,no
54,blue-collar,married,primary,1298,no,no,telephone,17,jul,304,4,-1,0,unknown,no
60,admin.,married,secondary,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
56,retired,married,secondary,1333,no,no,cellular,28,aug,17,14,-1,0,unknown,no
25,technician,single,secondary,276,yes,no,unknown,12,may,268,4,-1,0,unknown,no
31,blue-collar,single,secondary,501,yes,no,cellular,9,apr,132,1,-1,0,unknown,no
37,blue-collar,married,secondary,91,yes,no,cellular,18,may,8,5,-1,0,unknown,no
40,services,married,secondary,581,yes,no,unknown,15,may,1013,3,-1,0,unknown,no
53,self-employed,married,secondary,468,yes,no,unknown,8,may,89,5,-1,0,unknown,no
59,retired,single,secondary,2,no,no,telephone,2,feb,935,1,-1,0,unknown,yes
29,blue-collar,single,secondary,735,yes,no,unknown,4,jun,130,3,-1,0,unknown,no
57,retired,married,secondary,466,no,no,cellular,5,aug,641,2,-1,0,unknown,yes
53,unemployed,married,secondary,0,yes,no,unknown,12,jun,313,1,-1,0,unknown,no
28,blue-collar,married,secondary,2322,no,no,cellular,8,jul,82,4,-1,0,unknown,no
36,management,married,tertiary,25,yes,no,cellular,17,jul,393,1,-1,0,unknown,no
34,technician,single,secondary,10890,no,no,cellular,20,aug,46,14,-1,0,unknown,no
56,management,married,unknown,353,no,yes,cellular,25,jul,171,2,-1,0,unknown,no
33,housemaid,married,primary,451,yes,no,cellular,11,may,327,1,-1,0,unknown,no
50,blue-collar,married,primary,226,yes,no,cellular,15,may,98,1,330,5,failure,no
45,admin.,divorced,secondary,397,yes,yes,cellular,22,may,582,1,95,2,success,yes
54,management,married,tertiary,1331,no,no,cellular,25,aug,240,9,-1,0,unknown,no
40,management,married,tertiary,6008,yes,no,cellular,18,nov,989,1,-1,0,unknown,no
41,housemaid,married,primary,15,no,yes,telephone,17,jul,17,3,-1,0,unknown,no
31,blue-collar,married,secondary,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
45,technician,married,secondary,88,no,no,cellular,29,aug,150,2,-1,0,unknown,no
53,technician,divorced,secondary,45,no,no,unknown,28,may,171,6,-1,0,unknown,no
59,unemployed,married,secondary,957,no,no,cellular,8,mar,301,1,89,2,success,yes
40,self-employed,single,tertiary,1616,no,no,telephone,28,jul,1009,7,-1,0,unknown,yes
47,blue-collar,married,primary,0,no,no,cellular,26,aug,185,4,-1,0,unknown,no
31,technician,single,tertiary,665,yes,no,cellular,4,feb,156,1,-1,0,unknown,no
39,technician,single,secondary,1963,yes,no,unknown,6,jun,100,4,-1,0,unknown,no
38,management,married,unknown,1349,yes,no,unknown,6,may,100,1,-1,0,unknown,no
28,blue-collar,married,primary,-196,no,no,cellular,7,jul,209,1,-1,0,unknown,no
32,technician,married,secondary,396,yes,no,cellular,14,jul,41,2,-1,0,unknown,no
37,services,married,secondary,1399,yes,no,cellular,17,apr,420,1,-1,0,unknown,no
39,technician,married,secondary,328,no,no,unknown,6,jun,188,7,-1,0,unknown,no
31,management,single,tertiary,18,no,no,cellular,22,aug,332,3,-1,0,unknown,no
24,student,single,secondary,154,no,no,cellular,4,sep,205,2,-1,0,unknown,no
34,self-employed,single,tertiary,6,no,no,cellular,20,nov,501,2,-1,0,unknown,no
45,management,married,secondary,1098,no,no,cellular,4,aug,75,1,-1,0,unknown,no
36,blue-collar,married,secondary,21,yes,no,unknown,28,may,89,1,-1,0,unknown,no
44,blue-collar,divorced,secondary,338,yes,no,cellular,13,may,133,1,370,1,failure,no
55,technician,married,secondary,3207,no,no,cellular,28,jan,158,2,153,12,failure,no
30,student,single,secondary,314,no,no,cellular,29,jun,189,1,204,6,success,no
47,technician,divorced,tertiary,8422,no,no,cellular,8,aug,200,4,-1,0,unknown,no
60,technician,married,tertiary,6573,yes,no,cellular,6,nov,126,2,87,2,failure,no
38,self-employed,married,tertiary,3139,yes,no,cellular,18,nov,177,2,-1,0,unknown,no
36,services,single,primary,58,yes,no,unknown,6,may,134,1,-1,0,unknown,no
34,blue-collar,single,secondary,551,yes,no,cellular,8,may,347,2,-1,0,unknown,no
73,retired,married,tertiary,1843,no,no,cellular,11,sep,106,2,-1,0,unknown,yes
46,entrepreneur,married,tertiary,193,yes,no,cellular,7,may,201,8,-1,0,unknown,no
28,blue-collar,single,secondary,0,yes,no,cellular,8,may,191,3,-1,0,unknown,no
26,technician,single,tertiary,686,yes,no,unknown,30,may,98,2,-1,0,unknown,no
34,blue-collar,married,secondary,34,no,no,cellular,30,jan,379,1,-1,0,unknown,no
47,management,single,tertiary,86,no,no,cellular,30,apr,387,3,87,1,success,yes
58,admin.,married,secondary,4348,yes,no,cellular,23,jun,790,4,141,1,other,yes
26,technician,single,secondary,124,yes,no,unknown,12,may,57,8,-1,0,unknown,no
30,technician,married,secondary,3123,yes,no,cellular,15,may,49,2,333,5,other,no
31,admin.,married,secondary,4457,yes,no,cellular,16,apr,225,1,146,4,success,no
48,technician,married,secondary,1981,yes,no,cellular,16,jun,404,3,92,5,failure,no
47,technician,single,secondary,1101,yes,no,cellular,23,jul,957,3,-1,0,unknown,yes
41,services,married,secondary,-111,yes,no,unknown,13,may,21,1,-1,0,unknown,no
47,unknown,married,unknown,677,no,no,cellular,7,aug,384,1,99,4,success,no
46,blue-collar,married,unknown,9328,yes,no,cellular,5,may,725,3,-1,0,unknown,yes
21,student,single,secondary,123,no,no,telephone,12,aug,449,1,-1,0,unknown,yes
36,management,single,secondary,532,yes,no,cellular,6,may,50,1,-1,0,unknown,no
46,services,married,secondary,9077,yes,no,cellular,17,apr,427,2,337,1,failure,no
52,blue-collar,married,primary,241,yes,no,unknown,26,may,729,2,-1,0,unknown,no
36,blue-collar,divorced,primary,0,yes,no,cellular,11,may,97,2,305,1,failure,no
40,entrepreneur,married,tertiary,-164,no,no,cellular,7,may,87,1,-1,0,unknown,no
26,self-employed,single,tertiary,993,no,no,cellular,8,oct,152,1,-1,0,unknown,no
35,technician,single,secondary,663,no,yes,cellular,14,aug,215,2,-1,0,unknown,no
32,technician,single,secondary,-92,yes,no,cellular,6,may,139,1,363,1,other,no
42,blue-collar,married,primary,1401,yes,no,unknown,5,jun,627,1,-1,0,unknown,no
41,admin.,married,primary,611,no,yes,cellular,17,nov,487,1,-1,0,unknown,no
38,admin.,divorced,secondary,407,yes,yes,cellular,19,aug,89,1,-1,0,unknown,no
26,blue-collar,single,tertiary,567,no,no,cellular,25,may,421,1,-1,0,unknown,yes
37,management,single,secondary,1572,no,no,cellular,13,may,499,3,-1,0,unknown,no
50,services,married,secondary,5569,no,no,cellular,7,aug,103,4,-1,0,unknown,no
38,admin.,single,secondary,2329,yes,no,cellular,29,jan,261,1,-1,0,unknown,no
59,retired,divorced,primary,1194,yes,no,cellular,15,jun,132,4,389,2,failure,no
60,management,married,tertiary,0,no,no,cellular,26,aug,362,6,-1,0,unknown,no
31,technician,married,secondary,286,no,no,unknown,12,may,177,4,-1,0,unknown,no
54,retired,married,secondary,1154,yes,no,telephone,3,feb,125,3,-1,0,unknown,no
40,entrepreneur,married,primary,324,yes,no,cellular,27,aug,205,6,-1,0,unknown,no
57,housemaid,divorced,primary,7451,no,no,unknown,18,jun,43,4,-1,0,unknown,no
22,student,single,unknown,466,no,no,cellular,30,jun,377,1,-1,0,unknown,yes
23,housemaid,married,tertiary,1226,no,no,cellular,31,jul,350,4,-1,0,unknown,no
52,blue-collar,married,primary,1524,no,no,cellular,3,jul,1007,6,-1,0,unknown,yes
30,management,single,tertiary,536,no,no,cellular,2,jul,309,1,-1,0,unknown,yes
31,blue-collar,single,secondary,26,no,no,cellular,5,feb,103,1,-1,0,unknown,no
35,admin.,married,secondary,190,yes,no,unknown,20,may,47,3,-1,0,unknown,no
40,admin.,single,secondary,5061,no,yes,cellular,3,feb,63,2,-1,0,unknown,no
40,housemaid,married,secondary,4136,yes,no,cellular,11,may,508,3,173,5,failure,no
60,retired,divorced,tertiary,979,yes,no,cellular,15,jul,346,1,181,4,success,yes
36,unemployed,married,secondary,-872,yes,yes,cellular,20,nov,153,1,183,1,failure,no
32,management,married,tertiary,2414,no,no,cellular,12,aug,439,4,-1,0,unknown,no
58,management,married,primary,2769,yes,no,cellular,11,jul,94,2,-1,0,unknown,no
32,technician,married,secondary,212,yes,no,cellular,11,aug,98,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,595,yes,no,cellular,7,may,245,3,-1,0,unknown,no
38,self-employed,married,secondary,736,yes,no,unknown,20,may,775,1,-1,0,unknown,no
37,self-employed,married,tertiary,0,no,yes,unknown,30,jun,202,1,-1,0,unknown,no
47,technician,married,secondary,3973,no,no,cellular,6,aug,732,2,-1,0,unknown,no
39,blue-collar,married,primary,643,no,yes,cellular,28,jul,24,14,-1,0,unknown,no
49,unknown,single,tertiary,2226,no,no,unknown,17,jun,138,3,-1,0,unknown,no
32,blue-collar,married,primary,-376,yes,no,unknown,26,may,188,1,-1,0,unknown,no
60,retired,married,primary,600,no,no,cellular,19,aug,99,6,-1,0,unknown,no
32,blue-collar,married,primary,244,yes,no,unknown,16,may,128,2,-1,0,unknown,no
55,housemaid,married,primary,17,no,no,cellular,7,aug,196,2,-1,0,unknown,no
29,technician,single,tertiary,615,yes,no,cellular,18,may,373,1,-1,0,unknown,yes
30,management,married,tertiary,3134,yes,no,cellular,17,jul,124,1,-1,0,unknown,no
37,admin.,married,secondary,0,yes,no,cellular,14,jul,235,3,-1,0,unknown,no
49,blue-collar,divorced,secondary,23,no,no,cellular,17,nov,221,2,-1,0,unknown,no
30,management,married,tertiary,623,yes,no,unknown,29,may,512,5,-1,0,unknown,no
59,blue-collar,married,primary,2192,no,no,cellular,12,aug,365,2,-1,0,unknown,no
33,services,single,secondary,170,no,no,cellular,7,jul,782,1,-1,0,unknown,yes
35,self-employed,single,tertiary,0,yes,yes,cellular,18,may,185,1,-1,0,unknown,no
40,housemaid,divorced,primary,-21,yes,no,cellular,10,jul,192,1,-1,0,unknown,no
52,technician,married,tertiary,0,no,no,cellular,28,aug,84,15,-1,0,unknown,no
29,self-employed,married,tertiary,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
27,admin.,single,secondary,3529,no,yes,cellular,5,mar,162,1,179,2,failure,no
32,technician,married,tertiary,2976,yes,no,cellular,10,may,269,5,94,6,success,no
43,blue-collar,married,secondary,2105,no,no,telephone,30,apr,93,2,-1,0,unknown,no
31,services,married,secondary,1020,yes,no,cellular,19,nov,575,6,-1,0,unknown,no
49,technician,divorced,secondary,0,yes,no,cellular,11,feb,283,3,-1,0,unknown,no
45,technician,married,tertiary,265,no,no,cellular,28,aug,14,3,-1,0,unknown,no
27,student,single,tertiary,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
35,management,single,tertiary,1632,yes,no,unknown,2,jun,430,2,-1,0,unknown,no
26,admin.,married,tertiary,906,no,no,cellular,2,nov,109,1,160,1,success,no
42,management,single,secondary,164,no,no,cellular,20,aug,500,2,-1,0,unknown,no
51,management,divorced,secondary,-35,yes,no,cellular,8,may,498,1,263,5,failure,no
61,unknown,married,tertiary,50,no,no,unknown,19,jun,216,2,-1,0,unknown,no
43,blue-collar,married,unknown,245,yes,yes,cellular,12,may,112,4,369,2,other,no
36,blue-collar,married,unknown,1033,no,no,unknown,5,may,238,2,-1,0,unknown,no
49,management,married,tertiary,865,no,no,cellular,28,jan,280,1,-1,0,unknown,no
29,management,single,tertiary,617,yes,no,unknown,19,may,387,1,-1,0,unknown,no
44,entrepreneur,married,secondary,6649,yes,no,cellular,19,nov,354,2,-1,0,unknown,no
30,technician,single,secondary,592,yes,no,cellular,15,may,353,1,-1,0,unknown,no
35,management,single,tertiary,-1980,yes,yes,cellular,11,aug,227,1,-1,0,unknown,no
34,self-employed,married,secondary,-370,yes,no,unknown,21,may,748,1,-1,0,unknown,no
36,management,single,tertiary,0,no,no,cellular,22,aug,136,2,-1,0,unknown,no
43,management,married,tertiary,-69,yes,no,unknown,26,may,48,2,-1,0,unknown,no
56,unemployed,divorced,tertiary,0,yes,no,cellular,30,jul,1259,6,-1,0,unknown,no
37,services,divorced,secondary,523,no,no,unknown,20,jun,35,7,-1,0,unknown,no
35,blue-collar,single,primary,246,no,no,cellular,14,may,157,2,345,5,failure,no
32,blue-collar,married,secondary,1484,yes,no,unknown,30,may,363,7,-1,0,unknown,no
39,management,divorced,tertiary,547,yes,no,cellular,29,jan,317,2,260,4,failure,no
52,technician,married,tertiary,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no
40,management,married,tertiary,1666,yes,no,cellular,28,aug,271,4,-1,0,unknown,no
39,services,divorced,secondary,-718,yes,no,unknown,2,jun,90,4,-1,0,unknown,no
43,self-employed,married,secondary,634,yes,no,cellular,17,nov,65,1,131,1,failure,no
33,management,married,tertiary,114,yes,yes,cellular,18,jul,207,9,-1,0,unknown,no
57,entrepreneur,divorced,secondary,-37,no,no,unknown,5,may,173,1,-1,0,unknown,no
45,management,single,tertiary,5694,yes,no,cellular,18,nov,145,2,193,2,failure,no
57,management,married,primary,0,no,no,cellular,19,nov,97,1,-1,0,unknown,no
46,blue-collar,married,primary,346,yes,no,unknown,15,may,402,1,-1,0,unknown,no
44,blue-collar,single,secondary,259,yes,no,unknown,6,jun,163,2,-1,0,unknown,no
51,blue-collar,married,primary,603,yes,no,cellular,24,jul,853,2,-1,0,unknown,yes
32,management,married,tertiary,1683,yes,yes,cellular,20,apr,72,2,-1,0,unknown,no
29,student,married,tertiary,10596,yes,no,cellular,12,apr,143,1,-1,0,unknown,no
27,technician,single,tertiary,15161,no,no,cellular,2,jun,74,1,120,1,success,yes
35,technician,single,secondary,176,no,no,cellular,7,aug,77,2,-1,0,unknown,no
31,technician,single,secondary,2544,no,no,cellular,12,jan,229,1,279,2,success,yes
